CASE_NUMBER,BLOCK,COMMUNITY_AREA,LOCATION_DESCRIPTION
HZ380528,4900 W CRYSTAL ST,AUSTIN,SIDEWALK
HZ381278,5100 W NORTH AVE,AUSTIN,SIDEWALK
HZ381314,7400 S PHILLIPS AVE,SOUTH SHORE,STREET
HZ382913,3400 W 38TH ST,BRIGHTON PARK,RESIDENTIAL YARD (FRONT/BACK)
HZ383162,2600 W 23RD PL,SOUTH LAWNDALE,STREET
HZ383773,9900 S PRINCETON AVE,ROSELAND,STREET
HZ384220,6400 S MARYLAND AVE,WOODLAWN,SIDEWALK
HZ384814,700 S CALIFORNIA AVE,EAST GARFIELD PARK,SIDEWALK
HZ385398,2900 N LINDER AVE,BELMONT CRAGIN,STREET
HZ385557,5300 W POTOMAC AVE,AUSTIN,SIDEWALK
HZ385597,1000 N LEAMINGTON AVE,AUSTIN,STREET
HZ385683,3500 W PIERCE AVE,HUMBOLDT PARK,RESIDENCE
HZ386820,2400 E 82ND ST,SOUTH CHICAGO,PARK PROPERTY
HZ387008,7200 S ARTESIAN AVE,CHICAGO LAWN,STREET
HZ387750,2400 E 97TH ST,SOUTH DEERING,PARK PROPERTY
HZ388139,6900 S MAPLEWOOD AVE,CHICAGO LAWN,SIDEWALK
HZ388216,5100 S WOOD ST,NEW CITY,RESIDENCE PORCH/HALLWAY
HZ388322,300 E 131ST PL,RIVERDALE,RESIDENCE
HZ388349,3900 W THOMAS ST,HUMBOLDT PARK,SIDEWALK
HZ388405,5200 W LE MOYNE ST,AUSTIN,SIDEWALK
HZ388466,0 E 104TH ST,ROSELAND,STREET
HZ388615,1100 N MASON AVE,AUSTIN,SIDEWALK
HZ388948,5200 W DIVERSEY AVE,BELMONT CRAGIN,STREET
HZ389641,2500 S CALIFORNIA BLVD,SOUTH LAWNDALE,SIDEWALK
HZ391180,5200 S SANGAMON ST,NEW CITY,STREET
HZ391768,0 E 100TH ST,ROSELAND,RESIDENTIAL YARD (FRONT/BACK)
HZ392182,4800 W POTOMAC AVE,AUSTIN,SIDEWALK
HZ392686,1100 S SACRAMENTO BLVD,NORTH LAWNDALE,SIDEWALK
HZ393119,3300 W AUGUSTA BLVD,HUMBOLDT PARK,SIDEWALK
HZ393199,10100 S AVENUE L,EAST SIDE,SIDEWALK
HZ393668,2200 S WESTERN AVE,LOWER WEST SIDE,SIDEWALK
HZ393806,5100 S HERMITAGE AVE,NEW CITY,SIDEWALK
HZ393912,1500 N HARDING AVE,HUMBOLDT PARK,STREET
HZ395027,4000 W ARMITAGE AVE,HERMOSA,ALLEY
HZ395227,10200 S EBERHART AVE,ROSELAND,STREET
HZ396221,8000 S COLES AVE,SOUTH CHICAGO,SIDEWALK
HZ396519,6100 S EVANS AVE,WOODLAWN,SIDEWALK
HZ396557,700 E 133RD ST,RIVERDALE,APARTMENT
HZ396567,1500 W 48TH ST,NEW CITY,STREET
HZ397100,7700 S LAFLIN ST,AUBURN GRESHAM,STREET
HZ399344,8000 S BURNHAM AVE,SOUTH CHICAGO,VEHICLE NON-COMMERCIAL
HZ399571,4600 W DIVERSEY AVE,BELMONT CRAGIN,VEHICLE NON-COMMERCIAL
HZ400266,5300 W DIVISION ST,AUSTIN,APARTMENT
HZ400420,5600 W POTOMAC AVE,AUSTIN,ALLEY
HZ400490,1000 W 79TH ST,AUBURN GRESHAM,SIDEWALK
HZ400689,1500 W JONQUIL TER,ROGERS PARK,APARTMENT
HZ400936,3200 W AUGUSTA BLVD,HUMBOLDT PARK,SIDEWALK
HZ401555,2900 N KIMBALL AVE,AVONDALE,STREET
HZ401660,1000 N LAMON AVE,AUSTIN,SIDEWALK
HZ401833,1400 N MAYFIELD AVE,AUSTIN,RESIDENTIAL YARD (FRONT/BACK)
HZ402430,6900 S DANTE AVE,SOUTH SHORE,STREET
HZ403104,7600 S ASHLAND AVE,AUBURN GRESHAM,STREET
HZ403514,3000 W 62ND ST,CHICAGO LAWN,SIDEWALK
HZ403842,800 N LECLAIRE AVE,AUSTIN,SIDEWALK
HZ404366,2700 W 59TH ST,GAGE PARK,GROCERY FOOD STORE
HZ404770,5400 W WALTON ST,AUSTIN,STREET
HZ404812,500 N KEDZIE AVE,HUMBOLDT PARK,PARKING LOT/GARAGE(NON.RESID.)
HZ406930,6500 S MAPLEWOOD AVE,CHICAGO LAWN,RESIDENCE PORCH/HALLWAY
HZ408592,7700 S HERMITAGE AVE,AUBURN GRESHAM,STREET
HZ408650,3100 W 38TH ST,BRIGHTON PARK,SIDEWALK
HZ408794,6300 S ROCKWELL ST,CHICAGO LAWN,RESIDENCE PORCH/HALLWAY
HZ409906,6600 S VERNON AVE,WOODLAWN,SIDEWALK
HZ410051,3000 W ARTHINGTON ST,EAST GARFIELD PARK,SIDEWALK
HZ410119,13000 S ELLIS AVE,RIVERDALE,STREET
HZ410222,2100 N KEDVALE AVE,HERMOSA,RESIDENCE PORCH/HALLWAY
HZ410540,10100 S STATE ST,ROSELAND,STREET
HZ410763,2400 W 57TH ST,GAGE PARK,SIDEWALK
HZ410980,5100 S WOLCOTT AVE,NEW CITY,STREET
HZ411084,6700 S EAST END AVE,SOUTH SHORE,SIDEWALK
HZ411283,8900 S HOUSTON AVE,SOUTH CHICAGO,SIDEWALK
HZ411665,7800 S ESSEX AVE,SOUTH SHORE,SIDEWALK
HZ414009,4400 S MARSHFIELD AVE,NEW CITY,SIDEWALK
HZ414891,6500 S WHIPPLE ST,CHICAGO LAWN,SIDEWALK
HZ414952,9500 S CALUMET AVE,ROSELAND,SIDEWALK
HZ415347,1000 N MENARD AVE,AUSTIN,SIDEWALK
HZ416144,4100 W POTOMAC AVE,HUMBOLDT PARK,RESIDENCE PORCH/HALLWAY
HZ417651,900 N DRAKE AVE,HUMBOLDT PARK,STREET
HZ418315,1000 N MONTICELLO AVE,HUMBOLDT PARK,OTHER
HZ418459,4700 S LAFLIN ST,NEW CITY,STREET
HZ418497,100 N SEELEY AVE,NEAR WEST SIDE,ALLEY
HZ418588,8100 S PAULINA ST,AUBURN GRESHAM,STREET
HZ419124,8100 S THROOP ST,AUBURN GRESHAM,RESIDENTIAL YARD (FRONT/BACK)
HZ419412,5000 W HIRSCH ST,AUSTIN,PARK PROPERTY
HZ419418,1800 W 47TH ST,NEW CITY,TAVERN/LIQUOR STORE
HZ419555,5500 S TROY ST,GAGE PARK,SIDEWALK
HZ420105,5200 W LE MOYNE ST,AUSTIN,VEHICLE NON-COMMERCIAL
HZ420608,9700 S YATES AVE,SOUTH DEERING,PARK PROPERTY
HZ420871,10100 S PRINCETON AVE,ROSELAND,STREET
HZ421000,7900 S SOUTH SHORE DR,SOUTH CHICAGO,STREET
HZ421474,900 W 53RD ST,NEW CITY,RESIDENTIAL YARD (FRONT/BACK)
HZ422091,900 N LONG AVE,AUSTIN,ALLEY
HZ422595,7000 S CALIFORNIA AVE,CHICAGO LAWN,RESIDENTIAL YARD (FRONT/BACK)
HZ423041,2600 W CRYSTAL ST,WEST TOWN,SIDEWALK
HZ423636,6200 S VERNON AVE,WOODLAWN,VACANT LOT / LAND
HZ424600,1400 N LAWLER AVE,AUSTIN,RESIDENTIAL YARD (FRONT/BACK)
HZ425792,3000 W 38TH PL,BRIGHTON PARK,SIDEWALK
HZ427674,1100 S TROY ST,NORTH LAWNDALE,OTHER
HZ427702,3300 W ADDISON ST,AVONDALE,STREET
HZ427791,5900 W NORTH AVE,AUSTIN,ALLEY
HZ427841,4900 W BELDEN AVE,BELMONT CRAGIN,SIDEWALK
HZ428223,4000 W THOMAS ST,HUMBOLDT PARK,STREET
HZ429170,3600 S HONORE ST,MCKINLEY PARK,SIDEWALK
HZ429899,3100 N LINDER AVE,BELMONT CRAGIN,SIDEWALK
HZ430047,7800 S SAGINAW AVE,SOUTH SHORE,STREET
HZ430247,10000 S COMMERCIAL AVE,SOUTH DEERING,SIDEWALK
HZ430297,4100 W BELMONT AVE,AVONDALE,SIDEWALK
HZ431589,1400 W 51ST ST,NEW CITY,STREET
HZ432084,800 N MONTICELLO AVE,HUMBOLDT PARK,SIDEWALK
HZ433057,5200 W KAMERLING AVE,AUSTIN,SIDEWALK
HZ433152,8100 S ELIZABETH ST,AUBURN GRESHAM,STREET
HZ437489,10100 S STATE ST,ROSELAND,STREET
HZ437494,1500 W 82ND ST,AUBURN GRESHAM,STREET
HZ437503,4800 S JUSTINE ST,NEW CITY,SIDEWALK
HZ437564,800 N LATROBE AVE,AUSTIN,SIDEWALK
HZ438185,4500 N MAGNOLIA AVE,UPTOWN,SIDEWALK
HZ438286,5100 S SAWYER AVE,GAGE PARK,RESIDENCE PORCH/HALLWAY
HZ438875,3000 W ARTHINGTON ST,EAST GARFIELD PARK,SIDEWALK
HZ438883,5400 S WINCHESTER AVE,NEW CITY,STREET
HZ438930,7500 N CLARK ST,ROGERS PARK,SIDEWALK
HZ439636,6000 S SAWYER AVE,CHICAGO LAWN,SIDEWALK
HZ439941,5400 S DAMEN AVE,NEW CITY,RESIDENCE PORCH/HALLWAY
HZ440278,6900 S WESTERN AVE,CHICAGO LAWN,ALLEY
HZ440976,400 E 63RD ST,WOODLAWN,SIDEWALK
HZ441417,3100 W PERSHING RD,BRIGHTON PARK,STREET
HZ441489,1300 N WALLER AVE,AUSTIN,RESIDENTIAL YARD (FRONT/BACK)
HZ441495,5300 S LAFLIN ST,NEW CITY,STREET
HZ442173,1400 N HOMAN AVE,HUMBOLDT PARK,STREET
HZ443991,6300 S EBERHART AVE,WOODLAWN,STREET
HZ444176,1000 N MASSASOIT AVE,AUSTIN,ALLEY
HZ444298,6300 S COTTAGE GROVE AVE,WOODLAWN,STREET
HZ444910,400 E 63RD ST,WOODLAWN,SIDEWALK
HZ445690,200 S WESTERN AVE,NEAR WEST SIDE,SIDEWALK
HZ446426,6300 S EBERHART AVE,WOODLAWN,SIDEWALK
HZ447216,2900 E 79TH ST,SOUTH CHICAGO,SIDEWALK
HZ447342,2100 N TRIPP AVE,HERMOSA,SIDEWALK
HZ448056,5100 S ADA ST,NEW CITY,ALLEY
HZ448127,4000 W BELMONT AVE,AVONDALE,VEHICLE NON-COMMERCIAL
HZ448381,8000 S KINGSTON AVE,SOUTH CHICAGO,SIDEWALK
HZ448592,1400 W 48TH ST,NEW CITY,STREET
HZ448631,2900 N SAWYER AVE,AVONDALE,SIDEWALK
HZ448653,5200 S HOMAN AVE,GAGE PARK,STREET
HZ448897,6200 S INGLESIDE AVE,WOODLAWN,ALLEY
HZ449404,7000 S CAMPBELL AVE,CHICAGO LAWN,SIDEWALK
HZ449563,5000 W DIVISION ST,AUSTIN,PARKING LOT / GARAGE (NON RESIDENTIAL)
HZ449599,1900 W 52ND ST,NEW CITY,SIDEWALK
HZ450957,3500 W 57TH ST,GAGE PARK,ALLEY
HZ451757,7900 S SAGINAW AVE,SOUTH CHICAGO,SIDEWALK
HZ452179,7000 S HARPER AVE,SOUTH SHORE,RESIDENTIAL YARD (FRONT/BACK)
HZ452273,300 W 103RD ST,ROSELAND,ALLEY
HZ452539,8400 S KINGSTON AVE,SOUTH CHICAGO,RESIDENCE
HZ452607,7800 S PHILLIPS AVE,SOUTH SHORE,STREET
HZ453617,2800 E 79TH ST,SOUTH CHICAGO,ALLEY
HZ453654,3900 W 63RD ST,WEST LAWN,SIDEWALK
HZ453972,3000 W 39TH PL,BRIGHTON PARK,VEHICLE NON-COMMERCIAL
HZ455019,10100 S CALUMET AVE,ROSELAND,SIDEWALK
HZ455537,1200 S CALIFORNIA BLVD,NORTH LAWNDALE,STREET
HZ455750,1000 N MAYFIELD AVE,AUSTIN,SIDEWALK
HZ455786,5300 S MAY ST,NEW CITY,STREET
HZ455935,5500 W DIVERSEY AVE,BELMONT CRAGIN,SIDEWALK
HZ456010,3800 S SACRAMENTO AVE,BRIGHTON PARK,SIDEWALK
HZ456473,4800 S ELIZABETH ST,NEW CITY,STREET
HZ456605,5400 S DAMEN AVE,NEW CITY,SIDEWALK
HZ456631,1400 N SPAULDING AVE,HUMBOLDT PARK,SIDEWALK
HZ457240,200 S WESTERN AVE,NEAR WEST SIDE,SIDEWALK
HZ457347,800 W 50TH ST,NEW CITY,STREET
HZ457601,900 N KARLOV AVE,HUMBOLDT PARK,SIDEWALK
HZ457656,13300 S PRAIRIE AVE,RIVERDALE,STREET
HZ458038,5900 S MAPLEWOOD AVE,CHICAGO LAWN,RESIDENTIAL YARD (FRONT/BACK)
HZ458479,2400 E 102ND ST,SOUTH DEERING,SIDEWALK
HZ458833,5200 W AUGUSTA BLVD,AUSTIN,SIDEWALK
HZ459799,1500 N MAPLEWOOD AVE,WEST TOWN,RESIDENTIAL YARD (FRONT/BACK)
HZ460089,4100 S SACRAMENTO AVE,BRIGHTON PARK,RESIDENCE PORCH/HALLWAY
HZ460208,7700 S EXCHANGE AVE,SOUTH SHORE,STREET
HZ462750,6200 S ARTESIAN AVE,CHICAGO LAWN,SIDEWALK
HZ462876,5100 S HERMITAGE AVE,NEW CITY,SIDEWALK
HZ462913,3400 W DIVERSEY AVE,AVONDALE,RESIDENTIAL YARD (FRONT/BACK)
HZ465086,10200 S WENTWORTH AVE,ROSELAND,SIDEWALK
HZ465660,5400 W NORTH AVE,AUSTIN,SIDEWALK
HZ465699,1400 N LAWLER AVE,AUSTIN,STREET
HZ467006,700 S CALIFORNIA AVE,EAST GARFIELD PARK,STREET
HZ467602,7700 S PEORIA ST,AUBURN GRESHAM,VACANT LOT/LAND
HZ467894,5500 W NORTH AVE,AUSTIN,SIDEWALK
HZ468398,900 N LAWNDALE AVE,HUMBOLDT PARK,RESIDENCE PORCH/HALLWAY
HZ468768,3000 W FLOURNOY ST,EAST GARFIELD PARK,SIDEWALK
HZ469091,800 N CENTRAL AVE,AUSTIN,SIDEWALK
HZ469118,2900 W 65TH ST,CHICAGO LAWN,STREET
HZ469202,3000 W 62ND ST,CHICAGO LAWN,SIDEWALK
HZ470509,5300 S MORGAN ST,NEW CITY,ALLEY
HZ470651,10400 S INDIANA AVE,ROSELAND,RESIDENCE PORCH/HALLWAY
HZ471193,1700 W 51ST ST,NEW CITY,SIDEWALK
HZ471751,1100 N LAWLER AVE,AUSTIN,RESIDENTIAL YARD (FRONT/BACK)
HZ471843,800 N WALLER AVE,AUSTIN,STREET
HZ472621,2700 W LEXINGTON ST,EAST GARFIELD PARK,STREET
HZ473182,1500 W JONQUIL TER,ROGERS PARK,STREET
HZ474077,5400 W WALTON ST,AUSTIN,SIDEWALK
HZ474782,6600 S MAPLEWOOD AVE,CHICAGO LAWN,STREET
HZ475583,8100 S PEORIA ST,AUBURN GRESHAM,STREET
HZ475819,1100 W WILSON AVE,UPTOWN,SIDEWALK
HZ475841,5100 S TRUMBULL AVE,GAGE PARK,RESIDENCE
HZ476194,5400 S KEDZIE AVE,GAGE PARK,STREET
HZ476839,8000 S BISHOP ST,AUBURN GRESHAM,SIDEWALK
HZ477088,2300 N MONITOR AVE,BELMONT CRAGIN,SIDEWALK
HZ481283,7500 S LOOMIS BLVD,AUBURN GRESHAM,SIDEWALK
HZ481297,2400 W 72ND ST,CHICAGO LAWN,GAS STATION
HZ481427,800 N LEAMINGTON AVE,AUSTIN,STREET
HZ481461,1800 S DAMEN AVE,LOWER WEST SIDE,VEHICLE NON-COMMERCIAL
HZ483054,1800 W 54TH ST,NEW CITY,SIDEWALK
HZ483625,6100 S EVANS AVE,WOODLAWN,SIDEWALK
HZ484944,5900 S CAMPBELL AVE,CHICAGO LAWN,SIDEWALK
HZ485068,5300 S ABERDEEN ST,NEW CITY,SIDEWALK
HZ485187,7000 S MERRILL AVE,SOUTH SHORE,STREET
HZ485375,3900 S SACRAMENTO AVE,BRIGHTON PARK,STREET
HZ485442,2100 S WESTERN AVE,LOWER WEST SIDE,SIDEWALK
HZ486215,1500 W 81ST ST,AUBURN GRESHAM,SIDEWALK
HZ487768,5900 S MAPLEWOOD AVE,CHICAGO LAWN,ALLEY
HZ487898,6300 S ROCKWELL ST,CHICAGO LAWN,RESIDENCE PORCH/HALLWAY
HZ487977,4500 S FRANCISCO AVE,BRIGHTON PARK,SIDEWALK
HZ488946,4700 S LOOMIS BLVD,NEW CITY,RESIDENTIAL YARD (FRONT/BACK)
HZ488998,6600 S DR MARTIN LUTHER KING JR DR,WOODLAWN,ALLEY
HZ489275,10000 S AVENUE L,EAST SIDE,VEHICLE NON-COMMERCIAL
HZ492937,6300 S EBERHART AVE,WOODLAWN,SIDEWALK
HZ493093,4300 W POTOMAC AVE,HUMBOLDT PARK,ALLEY
HZ493310,4000 S SACRAMENTO AVE,BRIGHTON PARK,STREET
HZ493378,3800 S KEDZIE AVE,BRIGHTON PARK,SIDEWALK
HZ494454,4500 N SHERIDAN RD,UPTOWN,OTHER
HZ494619,8600 S YATES BLVD,SOUTH CHICAGO,ALLEY
HZ494710,2400 E 72ND ST,SOUTH SHORE,SIDEWALK
HZ494897,2100 S OAKLEY AVE,LOWER WEST SIDE,STREET
HZ494931,1700 E 69TH ST,SOUTH SHORE,SIDEWALK
HZ495504,2900 E 79TH ST,SOUTH SHORE,SIDEWALK
HZ496058,8000 S EXCHANGE AVE,SOUTH CHICAGO,STREET
HZ497250,4600 W BARRY AVE,BELMONT CRAGIN,STREET
HZ497268,5000 S WINCHESTER AVE,NEW CITY,SIDEWALK
HZ497296,5200 W KAMERLING AVE,AUSTIN,RESIDENCE PORCH/HALLWAY
HZ497381,4500 N MALDEN ST,UPTOWN,SIDEWALK
HZ497600,4500 S WOOD ST,NEW CITY,VEHICLE NON-COMMERCIAL
HZ498742,1000 N HOMAN AVE,HUMBOLDT PARK,SIDEWALK
HZ498801,1000 E 93RD ST,BURNSIDE,STREET
HZ499995,5500 W NORTH AVE,AUSTIN,ALLEY
HZ500246,6300 S WASHTENAW AVE,CHICAGO LAWN,SIDEWALK
HZ501475,6600 S STONY ISLAND AVE,WOODLAWN,STREET
HZ501636,7000 S JEFFERY BLVD,SOUTH SHORE,SIDEWALK
HZ501661,2400 N MEADE AVE,BELMONT CRAGIN,STREET
HZ501730,3500 W AUGUSTA BLVD,HUMBOLDT PARK,STREET
HZ502405,5000 W DIVISION ST,AUSTIN,GAS STATION
HZ502880,1000 N LOREL AVE,AUSTIN,SIDEWALK
HZ503099,2800 W POLK ST,EAST GARFIELD PARK,STREET
HZ503745,6000 S SPAULDING AVE,CHICAGO LAWN,SIDEWALK
HZ503931,6200 S EBERHART AVE,WOODLAWN,STREET
HZ504099,7000 S ARTESIAN AVE,CHICAGO LAWN,SIDEWALK
HZ504177,8100 S COLES AVE,SOUTH CHICAGO,STREET
HZ504910,2600 E 75TH ST,SOUTH SHORE,SIDEWALK
HZ505470,8000 S ESCANABA AVE,SOUTH CHICAGO,SIDEWALK
HZ506219,5700 W AUGUSTA BLVD,AUSTIN,VEHICLE NON-COMMERCIAL
HZ506962,7500 S SAGINAW AVE,SOUTH SHORE,SIDEWALK
HZ507073,800 N MENARD AVE,AUSTIN,VEHICLE NON-COMMERCIAL
HZ507464,2800 W LEXINGTON ST,EAST GARFIELD PARK,STREET
HZ507673,1800 W 45TH ST,NEW CITY,SIDEWALK
HZ508056,1000 N MONTICELLO AVE,HUMBOLDT PARK,STREET
HZ509388,6800 S STONY ISLAND AVE,SOUTH SHORE,PARKING LOT/GARAGE(NON.RESID.)
HZ510331,4800 S WINCHESTER AVE,NEW CITY,SIDEWALK
HZ510598,1100 N PINE AVE,AUSTIN,SIDEWALK
HZ510638,1400 E MARQUETTE RD,WOODLAWN,VACANT LOT/LAND
HZ510859,4800 W WELLINGTON AVE,BELMONT CRAGIN,ALLEY
HZ511062,2300 S CALIFORNIA AVE,SOUTH LAWNDALE,SIDEWALK
HZ512317,8300 S COLFAX AVE,SOUTH CHICAGO,SIDEWALK
HZ512657,6300 S ARTESIAN AVE,CHICAGO LAWN,SIDEWALK
HZ513221,2600 W 64TH ST,CHICAGO LAWN,STREET
HZ513895,5000 W CHICAGO AVE,AUSTIN,SIDEWALK
HZ513999,2100 W 34TH ST,MCKINLEY PARK,SIDEWALK
HZ515221,5700 W AUGUSTA BLVD,AUSTIN,SIDEWALK
HZ516939,6800 S MERRILL AVE,SOUTH SHORE,SIDEWALK
HZ519546,3000 W FILLMORE ST,NORTH LAWNDALE,STREET
HZ519798,2600 W DIVISION ST,WEST TOWN,SIDEWALK
HZ520698,7800 S KINGSTON AVE,SOUTH SHORE,STREET
HZ521827,1200 S FAIRFIELD AVE,NORTH LAWNDALE,SIDEWALK
HZ521974,5500 W IOWA ST,AUSTIN,SIDEWALK
HZ522311,4500 S HONORE ST,NEW CITY,SIDEWALK
HZ522893,2500 W LITHUANIAN PLAZA CT,CHICAGO LAWN,RESIDENCE PORCH/HALLWAY
HZ524093,2500 E 79TH ST,SOUTH SHORE,SIDEWALK
HZ524167,13300 S ST LAWRENCE AVE,RIVERDALE,RESIDENCE
HZ524201,5000 S RACINE AVE,NEW CITY,RESIDENTIAL YARD (FRONT/BACK)
HZ524442,8000 S HOUSTON AVE,SOUTH CHICAGO,RESIDENCE
HZ525214,5400 S MAY ST,NEW CITY,STREET
HZ525677,13200 S DR MARTIN LUTHER KING JR DR,RIVERDALE,SIDEWALK
HZ525704,8000 S CARPENTER ST,AUBURN GRESHAM,SIDEWALK
HZ526011,3500 S CALIFORNIA AVE,BRIGHTON PARK,PARKING LOT/GARAGE(NON.RESID.)
HZ526528,3300 W NORTH AVE,HUMBOLDT PARK,PARKING LOT/GARAGE(NON.RESID.)
HZ526796,10700 S GREEN BAY AVE,EAST SIDE,SIDEWALK
HZ527393,1400 N MASSASOIT AVE,AUSTIN,RESIDENCE PORCH/HALLWAY
HZ527460,2200 N SPRINGFIELD AVE,LOGAN SQUARE,STREET
HZ527958,8100 S DR MARTIN LUTHER KING JR DR,CHATHAM,STREET
HZ528062,4900 W WRIGHTWOOD AVE,BELMONT CRAGIN,STREET
HZ529200,8800 S ESCANABA AVE,SOUTH CHICAGO,RESIDENCE
HZ529243,3800 W PALMER ST,LOGAN SQUARE,STREET
HZ530064,7900 S ESCANABA AVE,SOUTH CHICAGO,SIDEWALK
HZ530283,4300 S RICHMOND ST,BRIGHTON PARK,RESIDENCE PORCH/HALLWAY
HZ530475,4700 S LOOMIS BLVD,NEW CITY,STREET
HZ530882,3800 W DIVISION ST,HUMBOLDT PARK,SIDEWALK
HZ531052,1800 W 78TH ST,AUBURN GRESHAM,SIDEWALK
HZ531382,800 W 51ST PL,NEW CITY,RESIDENCE PORCH/HALLWAY
HZ531668,5200 S ASHLAND AVE,NEW CITY,APARTMENT
HZ532666,8700 S ESCANABA AVE,SOUTH CHICAGO,APARTMENT
HZ533997,2300 W ADAMS ST,NEAR WEST SIDE,VEHICLE NON-COMMERCIAL
HZ534852,1500 W 79TH ST,AUBURN GRESHAM,SIDEWALK
HZ535485,800 W 77TH ST,AUBURN GRESHAM,STREET
HZ536333,2400 E 99TH ST,SOUTH DEERING,STREET
HZ536344,2900 W FLOURNOY ST,EAST GARFIELD PARK,STREET
HZ536351,5400 S LOOMIS BLVD,NEW CITY,ALLEY
HZ536923,8000 S COTTAGE GROVE AVE,CHATHAM,SIDEWALK
HZ537745,8100 S HALSTED ST,AUBURN GRESHAM,GAS STATION
HZ538016,4300 S SPAULDING AVE,BRIGHTON PARK,ALLEY
HZ538566,6500 S TALMAN AVE,CHICAGO LAWN,STREET
HZ540123,2400 W JACKSON BLVD,NEAR WEST SIDE,STREET
HZ541574,7900 S DAMEN AVE,AUBURN GRESHAM,GAS STATION
HZ542242,1100 S FRANCISCO AVE,NORTH LAWNDALE,SIDEWALK
HZ542254,3000 W MARQUETTE RD,CHICAGO LAWN,APARTMENT
HZ542509,1800 W 45TH ST,NEW CITY,STREET
HZ542578,5700 W AUGUSTA BLVD,AUSTIN,SIDEWALK
HZ543828,6300 S TALMAN AVE,CHICAGO LAWN,SIDEWALK
HZ544635,2200 N CICERO AVE,BELMONT CRAGIN,PARKING LOT/GARAGE(NON.RESID.)
HZ544877,5700 W AUGUSTA BLVD,AUSTIN,SIDEWALK
HZ546038,1100 S FRANCISCO AVE,NORTH LAWNDALE,SIDEWALK
HZ546844,900 N HOMAN AVE,HUMBOLDT PARK,STREET
HZ548267,6600 S STONY ISLAND AVE,WOODLAWN,GAS STATION
HZ549174,5400 S HONORE ST,NEW CITY,STREET
HZ552130,5700 S ARTESIAN AVE,GAGE PARK,STREET
HZ553068,800 W 79TH ST,AUBURN GRESHAM,STREET
HZ553118,2800 W POLK ST,EAST GARFIELD PARK,SIDEWALK
HZ553695,3500 W AINSLIE ST,ALBANY PARK,ALLEY
HZ554187,4400 S WOOD ST,NEW CITY,ALLEY
HZ554467,4700 S WOLCOTT AVE,NEW CITY,SIDEWALK
HZ554489,1300 N LAWNDALE AVE,HUMBOLDT PARK,RESIDENTIAL YARD (FRONT/BACK)
HZ554581,4300 W HADDON AVE,HUMBOLDT PARK,STREET
HZ555341,8800 S BURLEY AVE,SOUTH CHICAGO,CHA PARKING LOT/GROUNDS
HZ555632,8500 S KINGSTON AVE,SOUTH CHICAGO,STREET
HZ557290,2500 W ADAMS ST,NEAR WEST SIDE,VEHICLE NON-COMMERCIAL
HZ557437,4800 S ADA ST,NEW CITY,SIDEWALK
HZ557799,1300 N LATROBE AVE,AUSTIN,STREET
HZ559095,2800 W 38TH ST,BRIGHTON PARK,STREET
HZ561579,8700 S BURLEY AVE,SOUTH CHICAGO,STREET
HZ561637,300 E 132ND ST,RIVERDALE,APARTMENT
HZ561932,4600 N MALDEN ST,UPTOWN,SIDEWALK
HZ562034,0 N WESTERN AVE,NEAR WEST SIDE,SIDEWALK
HZ562268,6300 S ROCKWELL ST,CHICAGO LAWN,SIDEWALK
HZ563247,2000 N KEDVALE AVE,HERMOSA,STREET
HZ563371,3400 W BEACH AVE,HUMBOLDT PARK,SIDEWALK
HZ563605,4300 S MARSHFIELD AVE,NEW CITY,SIDEWALK
HZ565748,4800 S BISHOP ST,NEW CITY,STREET
HZ565938,800 N KEELER AVE,HUMBOLDT PARK,STREET
HZ566030,2000 S LEAVITT ST,LOWER WEST SIDE,SIDEWALK
HZ566056,7500 S UNION AVE,ENGLEWOOD,STREET
HZ568063,200 E 132ND ST,RIVERDALE,SIDEWALK
HZ568227,3800 W THOMAS ST,HUMBOLDT PARK,SIDEWALK
HZ568256,2000 S HOYNE AVE,LOWER WEST SIDE,STREET
HZ568347,7600 S GREEN ST,AUBURN GRESHAM,SIDEWALK
HZ568377,4000 W DIVISION ST,HUMBOLDT PARK,ALLEY
HZ568485,2400 E 74TH PL,SOUTH SHORE,APARTMENT
HZ568512,2200 W 21ST ST,LOWER WEST SIDE,RESIDENCE
HZ568649,800 E 63RD ST,WOODLAWN,SIDEWALK
HZ569465,5700 W DIVERSEY AVE,BELMONT CRAGIN,STREET
HZ569519,3100 N KILPATRICK AVE,BELMONT CRAGIN,SIDEWALK
HZ570323,4700 S THROOP ST,NEW CITY,STREET
HZ570936,2200 N LATROBE AVE,BELMONT CRAGIN,"SCHOOL, PRIVATE, BUILDING"
HZ571460,4400 S MARSHFIELD AVE,NEW CITY,STREET
HZ571585,4300 S WOLCOTT AVE,NEW CITY,SIDEWALK
HZ571704,7200 S COLES AVE,SOUTH SHORE,ALLEY
HZ571813,900 N KARLOV AVE,HUMBOLDT PARK,RESIDENCE
JA100064,5500 W DRUMMOND PL,BELMONT CRAGIN,ALLEY
JA100106,2300 W JACKSON BLVD,NEAR WEST SIDE,STREET
JA100262,4800 S RACINE AVE,NEW CITY,APARTMENT
JA100771,13000 S EVANS AVE,RIVERDALE,SIDEWALK
JA101744,5100 W HIRSCH ST,AUSTIN,SIDEWALK
JA102205,7000 S HARPER AVE,SOUTH SHORE,RESIDENCE
JA103984,1100 N MASSASOIT AVE,AUSTIN,STREET
